id_partida,tick,tipo_evento,ganador_final,duracion_final,estrategia_j1,estrategia_j2,elixir_j1,elixir_j2,mano_j1,mano_j2,actor_evento,carta_usada,coste_carta,pos_x,pos_y,id_atacante,id_objetivo,dano_base,vida_restante_obj,id_entidad_destruida
partida_0,48,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,1,Bárbaros|Gigante|Mago|Ejército de Esqueletos,Bárbaros|Mosquetera|P.E.K.K.A|Mini P.E.K.K.A,JUGADOR_1,Arqueras,3,12,0,,,,,
partida_0,57,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,4,Bárbaros|Gigante|Mago|Mini P.E.K.K.A,Bárbaros|Mosquetera|P.E.K.K.A|Mini P.E.K.K.A,JUGADOR_1,Ejército de Esqueletos,3,16,4,,,,,
partida_0,61,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,1,1,Bárbaros|Gigante|Mago|Mini P.E.K.K.A,Bárbaros|Mosquetera|P.E.K.K.A|Caballero,JUGADOR_2,Mini P.E.K.K.A,4,6,28,,,,,
partida_0,69,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,4,Bárbaros|Gigante|Mago|Valquiria,Bárbaros|Mosquetera|P.E.K.K.A|Caballero,JUGADOR_1,Mini P.E.K.K.A,4,11,18,,,,,
partida_0,72,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,1,2,Bárbaros|Gigante|Mago|Valquiria,Bárbaros|Mosquetera|P.E.K.K.A|Mago de Hielo,JUGADOR_2,Caballero,3,6,28,,,,,
partida_0,81,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,5,Bárbaros|Gigante|Mago|Mosquetera,Bárbaros|Mosquetera|P.E.K.K.A|Mago de Hielo,JUGADOR_1,Valquiria,4,9,14,,,,,
partida_0,82,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,2,Bárbaros|Gigante|Mago|Mosquetera,Bárbaros|Mosquetera|P.E.K.K.A|Gigante,JUGADOR_2,Mago de Hielo,3,6,28,,,,,
partida_0,90,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,3,0,Bárbaros|Gigante|Mago|Mosquetera,Bárbaros|Mosquetera|P.E.K.K.A|Mago,JUGADOR_2,Gigante,5,6,28,,,,,
partida_0,93,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,1,Bárbaros|Gigante|Mago|Arqueras,Bárbaros|Mosquetera|P.E.K.K.A|Mago,JUGADOR_1,Mosquetera,4,8,12,,,,,
partida_0,102,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,4,Bárbaros|Gigante|Mago|Ejército de Esqueletos,Bárbaros|Mosquetera|P.E.K.K.A|Mago,JUGADOR_1,Arqueras,3,13,3,,,,,
partida_0,106,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,1,1,Bárbaros|Gigante|Mago|Ejército de Esqueletos,Bárbaros|P.E.K.K.A|Mago|Mini P.E.K.K.A,JUGADOR_2,Mosquetera,4,6,28,,,,,
partida_0,111,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,3,Bárbaros|Gigante|Mago|Mini P.E.K.K.A,Bárbaros|P.E.K.K.A|Mago|Mini P.E.K.K.A,JUGADOR_1,Ejército de Esqueletos,3,6,1,,,,,
partida_0,117,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,2,1,Bárbaros|Gigante|Mago|Mini P.E.K.K.A,Bárbaros|P.E.K.K.A|Mago|Caballero,JUGADOR_2,Mini P.E.K.K.A,4,6,28,,,,,
partida_0,123,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,3,Bárbaros|Gigante|Mago|Valquiria,Bárbaros|P.E.K.K.A|Mago|Caballero,JUGADOR_1,Mini P.E.K.K.A,4,15,3,,,,,
partida_0,130,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,2,2,Bárbaros|Gigante|Mago|Valquiria,Bárbaros|P.E.K.K.A|Mago|Mago de Hielo,JUGADOR_2,Caballero,3,6,28,,,,,
partida_0,135,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,4,Bárbaros|Gigante|Mago|Mosquetera,Bárbaros|P.E.K.K.A|Mago|Mago de Hielo,JUGADOR_1,Valquiria,4,9,0,,,,,
partida_0,138,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,1,2,Bárbaros|Gigante|Mago|Mosquetera,Bárbaros|P.E.K.K.A|Mago|Gigante,JUGADOR_2,Mago de Hielo,3,6,28,,,,,
partida_0,147,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,5,Bárbaros|Gigante|Mago|Arqueras,Bárbaros|P.E.K.K.A|Mago|Gigante,JUGADOR_1,Mosquetera,4,1,1,,,,,
partida_0,149,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,0,Bárbaros|Gigante|Mago|Arqueras,Bárbaros|P.E.K.K.A|Mago|Mosquetera,JUGADOR_2,Gigante,5,6,28,,,,,
partida_0,156,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,3,Bárbaros|Gigante|Mago|Ejército de Esqueletos,Bárbaros|P.E.K.K.A|Mago|Mosquetera,JUGADOR_1,Arqueras,3,11,11,,,,,
partida_0,163,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,2,0,Bárbaros|Gigante|Mago|Ejército de Esqueletos,Bárbaros|P.E.K.K.A|Mosquetera|Mini P.E.K.K.A,JUGADOR_2,Mago,5,6,28,,,,,
partida_0,165,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,1,Bárbaros|Gigante|Mago|Mini P.E.K.K.A,Bárbaros|P.E.K.K.A|Mosquetera|Mini P.E.K.K.A,JUGADOR_1,Ejército de Esqueletos,3,8,0,,,,,
partida_0,177,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,5,Bárbaros|Gigante|Mago|Valquiria,Bárbaros|P.E.K.K.A|Mosquetera|Mini P.E.K.K.A,JUGADOR_1,Mini P.E.K.K.A,4,8,13,,,,,
partida_0,178,TROPA_DESPLEGADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,0,1,Bárbaros|Gigante|Mago|Valquiria,Bárbaros|P.E.K.K.A|Mosquetera|Caballero,JUGADOR_2,Mini P.E.K.K.A,4,6,28,,,,,
partida_0,180,PARTIDA_TERMINADA,JUGADOR_1,180,EstrategiaMenorCosto,EstrategiaDefensiva,1,2,Bárbaros|Gigante|Mago|Valquiria,Bárbaros|P.E.K.K.A|Mosquetera|Caballero,,,,,,,,,,
partida_1,1,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,2,5,P.E.K.K.A|Mago|Bárbaros|Gigante,P.E.K.K.A|Arqueras|Mago|Ejército de Esqueletos,JUGADOR_1,Ejército de Esqueletos,3,8,8,,,,,
partida_1,1,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,2,0,P.E.K.K.A|Mago|Bárbaros|Gigante,P.E.K.K.A|Arqueras|Ejército de Esqueletos|Bárbaros,JUGADOR_2,Mago,5,0,17,,,,,
partida_1,9,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,5,0,P.E.K.K.A|Mago|Bárbaros|Gigante,P.E.K.K.A|Arqueras|Bárbaros|Mini P.E.K.K.A,JUGADOR_2,Ejército de Esqueletos,3,0,17,,,,,
partida_1,10,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,0,P.E.K.K.A|Mago|Gigante|Caballero,P.E.K.K.A|Arqueras|Bárbaros|Mini P.E.K.K.A,JUGADOR_1,Bárbaros,5,2,8,,,,,
partida_1,20,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,3,P.E.K.K.A|Mago|Gigante|Valquiria,P.E.K.K.A|Arqueras|Bárbaros|Mini P.E.K.K.A,JUGADOR_1,Caballero,3,14,8,,,,,
partida_1,20,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,0,P.E.K.K.A|Mago|Gigante|Valquiria,P.E.K.K.A|Bárbaros|Mini P.E.K.K.A|Príncipe,JUGADOR_2,Arqueras,3,0,17,,,,,
partida_1,30,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,4,P.E.K.K.A|Mago|Gigante|Príncipe,P.E.K.K.A|Bárbaros|Mini P.E.K.K.A|Príncipe,JUGADOR_1,Valquiria,4,13,14,,,,,
partida_1,30,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,0,P.E.K.K.A|Mago|Gigante|Príncipe,P.E.K.K.A|Bárbaros|Príncipe|Mago de Hielo,JUGADOR_2,Mini P.E.K.K.A,4,0,17,,,,,
partida_1,39,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,3,0,P.E.K.K.A|Mago|Gigante|Príncipe,P.E.K.K.A|Bárbaros|Príncipe|Mago,JUGADOR_2,Mago de Hielo,3,0,17,,,,,
partida_1,46,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,2,P.E.K.K.A|Gigante|Príncipe|Ejército de Esqueletos,P.E.K.K.A|Bárbaros|Príncipe|Mago,JUGADOR_1,Mago,5,5,5,,,,,
partida_1,54,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,5,P.E.K.K.A|Gigante|Príncipe|Bárbaros,P.E.K.K.A|Bárbaros|Príncipe|Mago,JUGADOR_1,Ejército de Esqueletos,3,0,3,,,,,
partida_1,54,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,0,P.E.K.K.A|Gigante|Príncipe|Bárbaros,P.E.K.K.A|Bárbaros|Mago|Ejército de Esqueletos,JUGADOR_2,Príncipe,5,0,10,,,,,
partida_1,63,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,3,0,P.E.K.K.A|Gigante|Príncipe|Bárbaros,P.E.K.K.A|Bárbaros|Mago|Arqueras,JUGADOR_2,Ejército de Esqueletos,3,0,10,,,,,
partida_1,69,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,0,2,P.E.K.K.A|Gigante|Príncipe|Caballero,P.E.K.K.A|Bárbaros|Mago|Arqueras,JUGADOR_1,Bárbaros,5,14,8,,,,,
partida_1,72,TROPA_DESPLEGADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,1,0,P.E.K.K.A|Gigante|Príncipe|Caballero,P.E.K.K.A|Bárbaros|Mago|Mini P.E.K.K.A,JUGADOR_2,Arqueras,3,0,10,,,,,
partida_1,74,PARTIDA_TERMINADA,JUGADOR_2,74,EstrategiaAleatoria,EstrategiaAgresiva,1,0,P.E.K.K.A|Gigante|Príncipe|Caballero,P.E.K.K.A|Bárbaros|Mago|Mini P.E.K.K.A,,,,,,,,,,
partida_2,1,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,5,Ejército de Esqueletos|Valquiria|Mago de Hielo|Mosquetera,Arqueras|Mosquetera|Valquiria|Príncipe,JUGADOR_1,Gigante,5,0,14,,,,,
partida_2,1,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,2,Ejército de Esqueletos|Valquiria|Mago de Hielo|Mosquetera,Mosquetera|Valquiria|Príncipe|Mago de Hielo,JUGADOR_2,Arqueras,3,3,19,,,,,
partida_2,3,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,1,0,Ejército de Esqueletos|Valquiria|Mago de Hielo|Mosquetera,Mosquetera|Valquiria|Príncipe|Gigante,JUGADOR_2,Mago de Hielo,3,10,31,,,,,
partida_2,9,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,2,Ejército de Esqueletos|Valquiria|Mosquetera|Mini P.E.K.K.A,Mosquetera|Valquiria|Príncipe|Gigante,JUGADOR_1,Mago de Hielo,3,0,14,,,,,
partida_2,15,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,2,0,Ejército de Esqueletos|Valquiria|Mosquetera|Mini P.E.K.K.A,Valquiria|Príncipe|Gigante|Mini P.E.K.K.A,JUGADOR_2,Mosquetera,4,7,21,,,,,
partida_2,18,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,1,Valquiria|Mosquetera|Mini P.E.K.K.A|Bárbaros,Valquiria|Príncipe|Gigante|Mini P.E.K.K.A,JUGADOR_1,Ejército de Esqueletos,3,0,14,,,,,
partida_2,27,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,3,0,Valquiria|Mosquetera|Mini P.E.K.K.A|Bárbaros,Príncipe|Gigante|Mini P.E.K.K.A|P.E.K.K.A,JUGADOR_2,Valquiria,4,17,22,,,,,
partida_2,30,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,1,Valquiria|Mosquetera|Bárbaros|P.E.K.K.A,Príncipe|Gigante|Mini P.E.K.K.A|P.E.K.K.A,JUGADOR_1,Mini P.E.K.K.A,4,0,14,,,,,
partida_2,39,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,3,0,Valquiria|Mosquetera|Bárbaros|P.E.K.K.A,Príncipe|Gigante|P.E.K.K.A|Arqueras,JUGADOR_2,Mini P.E.K.K.A,4,16,27,,,,,
partida_2,42,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,1,Mosquetera|Bárbaros|P.E.K.K.A|Gigante,Príncipe|Gigante|P.E.K.K.A|Arqueras,JUGADOR_1,Valquiria,4,0,14,,,,,
partida_2,51,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,3,1,Mosquetera|Bárbaros|P.E.K.K.A|Gigante,Príncipe|Gigante|P.E.K.K.A|Mago de Hielo,JUGADOR_2,Arqueras,3,14,17,,,,,
partida_2,54,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,2,Bárbaros|P.E.K.K.A|Gigante|Mago de Hielo,Príncipe|Gigante|P.E.K.K.A|Mago de Hielo,JUGADOR_1,Mosquetera,4,0,21,,,,,
partida_2,57,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,1,0,Bárbaros|P.E.K.K.A|Gigante|Mago de Hielo,Príncipe|Gigante|P.E.K.K.A|Mosquetera,JUGADOR_2,Mago de Hielo,3,16,20,,,,,
partida_2,63,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,2,Bárbaros|P.E.K.K.A|Gigante|Ejército de Esqueletos,Príncipe|Gigante|P.E.K.K.A|Mosquetera,JUGADOR_1,Mago de Hielo,3,0,21,,,,,
partida_2,69,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,2,0,Bárbaros|P.E.K.K.A|Gigante|Ejército de Esqueletos,Príncipe|Gigante|P.E.K.K.A|Valquiria,JUGADOR_2,Mosquetera,4,6,28,,,,,
partida_2,72,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,1,Bárbaros|P.E.K.K.A|Gigante|Mini P.E.K.K.A,Príncipe|Gigante|P.E.K.K.A|Valquiria,JUGADOR_1,Ejército de Esqueletos,3,0,21,,,,,
partida_2,81,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,3,0,Bárbaros|P.E.K.K.A|Gigante|Mini P.E.K.K.A,Príncipe|Gigante|P.E.K.K.A|Mini P.E.K.K.A,JUGADOR_2,Valquiria,4,16,27,,,,,
partida_2,85,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,1,Bárbaros|P.E.K.K.A|Gigante|Valquiria,Príncipe|Gigante|P.E.K.K.A|Mini P.E.K.K.A,JUGADOR_1,Mini P.E.K.K.A,4,0,21,,,,,
partida_2,93,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,3,0,Bárbaros|P.E.K.K.A|Gigante|Valquiria,Príncipe|Gigante|P.E.K.K.A|Arqueras,JUGADOR_2,Mini P.E.K.K.A,4,16,12,,,,,
partida_2,96,TROPA_DESPLEGADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,1,Bárbaros|P.E.K.K.A|Gigante|Mosquetera,Príncipe|Gigante|P.E.K.K.A|Arqueras,JUGADOR_1,Valquiria,4,0,21,,,,,
partida_2,97,PARTIDA_TERMINADA,JUGADOR_1,97,EstrategiaAgresiva,EstrategiaMenorCosto,0,1,Bárbaros|P.E.K.K.A|Gigante|Mosquetera,Príncipe|Gigante|P.E.K.K.A|Arqueras,,,,,,,,,,
partida_3,1,TROPA_DESPLEGADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,0,5,P.E.K.K.A|Valquiria|Mosquetera|Mini P.E.K.K.A,Caballero|Mago de Hielo|Gigante|Príncipe,JUGADOR_1,Mago,5,2,14,,,,,
partida_3,4,TROPA_DESPLEGADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,1,1,P.E.K.K.A|Valquiria|Mosquetera|Mini P.E.K.K.A,Caballero|Mago de Hielo|Príncipe|Mosquetera,JUGADOR_2,Gigante,5,6,28,,,,,
partida_3,13,TROPA_DESPLEGADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,0,4,P.E.K.K.A|Valquiria|Mosquetera|Ejército de Esqueletos,Caballero|Mago de Hielo|Príncipe|Mosquetera,JUGADOR_1,Mini P.E.K.K.A,4,15,11,,,,,
partida_3,16,TROPA_DESPLEGADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,1,0,P.E.K.K.A|Valquiria|Mosquetera|Ejército de Esqueletos,Caballero|Mago de Hielo|Mosquetera|Valquiria,JUGADOR_2,Príncipe,5,6,28,,,,,
partida_3,22,TROPA_DESPLEGADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,0,2,P.E.K.K.A|Valquiria|Mosquetera|Arqueras,Caballero|Mago de Hielo|Mosquetera|Valquiria,JUGADOR_1,Ejército de Esqueletos,3,17,12,,,,,
partida_3,32,TROPA_DESPLEGADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,0,5,P.E.K.K.A|Valquiria|Mosquetera|Príncipe,Caballero|Mago de Hielo|Mosquetera|Valquiria,JUGADOR_1,Arqueras,3,16,3,,,,,
partida_3,32,TROPA_DESPLEGADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,0,1,P.E.K.K.A|Valquiria|Mosquetera|Príncipe,Caballero|Mago de Hielo|Mosquetera|Mago,JUGADOR_2,Valquiria,4,6,28,,,,,
partida_3,39,PARTIDA_TERMINADA,JUGADOR_1,39,EstrategiaAleatoria,EstrategiaDefensiva,3,4,P.E.K.K.A|Valquiria|Mosquetera|Príncipe,Caballero|Mago de Hielo|Mosquetera|Mago,,,,,,,,,,
partida_4,1,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,2,5,Bárbaros|Caballero|Ejército de Esqueletos|P.E.K.K.A,Arqueras|Caballero|Mago de Hielo|P.E.K.K.A,JUGADOR_1,Mago de Hielo,3,4,0,,,,,
partida_4,1,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,2,2,Bárbaros|Caballero|Ejército de Esqueletos|P.E.K.K.A,Caballero|Mago de Hielo|P.E.K.K.A|Mini P.E.K.K.A,JUGADOR_2,Arqueras,3,9,20,,,,,
partida_4,3,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,3,Bárbaros|Ejército de Esqueletos|P.E.K.K.A|Mago,Caballero|Mago de Hielo|P.E.K.K.A|Mini P.E.K.K.A,JUGADOR_1,Caballero,3,13,13,,,,,
partida_4,3,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,0,Bárbaros|Ejército de Esqueletos|P.E.K.K.A|Mago,Mago de Hielo|P.E.K.K.A|Mini P.E.K.K.A|Bárbaros,JUGADOR_2,Caballero,3,11,18,,,,,
partida_4,12,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,3,Bárbaros|P.E.K.K.A|Mago|Príncipe,Mago de Hielo|P.E.K.K.A|Mini P.E.K.K.A|Bárbaros,JUGADOR_1,Ejército de Esqueletos,3,5,0,,,,,
partida_4,12,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,0,Bárbaros|P.E.K.K.A|Mago|Príncipe,P.E.K.K.A|Mini P.E.K.K.A|Bárbaros|Mago,JUGADOR_2,Mago de Hielo,3,4,27,,,,,
partida_4,24,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,4,0,Bárbaros|P.E.K.K.A|Mago|Príncipe,P.E.K.K.A|Bárbaros|Mago|Príncipe,JUGADOR_2,Mini P.E.K.K.A,4,13,21,,,,,
partida_4,27,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,1,P.E.K.K.A|Mago|Príncipe|Arqueras,P.E.K.K.A|Bárbaros|Mago|Príncipe,JUGADOR_1,Bárbaros,5,15,14,,,,,
partida_4,36,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,4,P.E.K.K.A|Mago|Príncipe|Mago de Hielo,P.E.K.K.A|Bárbaros|Mago|Príncipe,JUGADOR_1,Arqueras,3,2,10,,,,,
partida_4,39,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,1,0,P.E.K.K.A|Mago|Príncipe|Mago de Hielo,P.E.K.K.A|Mago|Príncipe|Arqueras,JUGADOR_2,Bárbaros,5,12,23,,,,,
partida_4,45,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,2,P.E.K.K.A|Mago|Príncipe|Caballero,P.E.K.K.A|Mago|Príncipe|Arqueras,JUGADOR_1,Mago de Hielo,3,6,3,,,,,
partida_4,48,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,1,0,P.E.K.K.A|Mago|Príncipe|Caballero,P.E.K.K.A|Mago|Príncipe|Caballero,JUGADOR_2,Arqueras,3,6,20,,,,,
partida_4,54,TROPA_DESPLEGADA,JUGADOR_2,180,EstrategiaMenorCosto,EstrategiaMenorCosto,0,2,P.E.K.K.A|Mago|Príncipe|Ejército de Esqueletos,P.E.K.K.A|Mago|Príncipe|Caballero,JUGADOR_1,Caballero,3,11,5,,,,,
