id_partida,segundo,jugador_id,tipo_evento,detalles
PARTIDA_0001_16964f7f,25,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a TorrePrincesa por 51 de daño"
PARTIDA_0001_16964f7f,26,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a TorrePrincesa por 51 de daño"
PARTIDA_0001_16964f7f,27,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Ejército de Esqueletos por 42 de daño"
PARTIDA_0001_16964f7f,27,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a TorrePrincesa por 51 de daño"
PARTIDA_0001_16964f7f,28,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a TorrePrincesa por 51 de daño"
PARTIDA_0001_16964f7f,29,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Ejército de Esqueletos por 42 de daño"
PARTIDA_0001_16964f7f,29,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a TorrePrincesa por 51 de daño"
PARTIDA_0001_16964f7f,30,1,TROPA_DESPLEGADA,"Carta: Mago de Hielo (costo: 3) en (6,2)"
PARTIDA_0001_16964f7f,30,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a TorrePrincesa por 51 de daño"
PARTIDA_0001_16964f7f,31,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Ejército de Esqueletos por 42 de daño"
PARTIDA_0001_16964f7f,31,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a TorrePrincesa por 51 de daño"
PARTIDA_0001_16964f7f,31,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Ejército de Esqueletos por 63 de daño"
PARTIDA_0001_16964f7f,31,2,TROPA_MUERTA,"Tropa destruida: Ejército de Esqueletos"
PARTIDA_0001_16964f7f,33,2,TROPA_DESPLEGADA,"Carta: Príncipe (costo: 5) en (12,17)"
PARTIDA_0001_16964f7f,37,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Valquiria por 42 de daño"
PARTIDA_0001_16964f7f,38,1,TROPA_DESPLEGADA,"Carta: Mini P.E.K.K.A (costo: 4) en (6,2)"
PARTIDA_0001_16964f7f,39,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Valquiria por 42 de daño"
PARTIDA_0001_16964f7f,41,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Valquiria por 42 de daño"
PARTIDA_0001_16964f7f,41,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,42,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,43,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Valquiria por 42 de daño"
PARTIDA_0001_16964f7f,43,2,ATAQUE_REALIZADO,"Valquiria atacó a TorrePrincesa por 120 de daño"
PARTIDA_0001_16964f7f,43,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,44,2,TROPA_DESPLEGADA,"Carta: Mini P.E.K.K.A (costo: 4) en (1,29)"
PARTIDA_0001_16964f7f,44,2,ATAQUE_REALIZADO,"Valquiria atacó a TorrePrincesa por 120 de daño"
PARTIDA_0001_16964f7f,44,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,45,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Valquiria por 42 de daño"
PARTIDA_0001_16964f7f,45,2,ATAQUE_REALIZADO,"Valquiria atacó a TorrePrincesa por 120 de daño"
PARTIDA_0001_16964f7f,45,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,46,2,ATAQUE_REALIZADO,"Valquiria atacó a TorrePrincesa por 120 de daño"
PARTIDA_0001_16964f7f,46,2,ATAQUE_REALIZADO,"Valquiria atacó a Mini P.E.K.K.A por 120 de daño"
PARTIDA_0001_16964f7f,46,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,46,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a Valquiria por 340 de daño"
PARTIDA_0001_16964f7f,47,1,TROPA_DESPLEGADA,"Carta: Mosquetera (costo: 4) en (6,2)"
PARTIDA_0001_16964f7f,47,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Valquiria por 42 de daño"
PARTIDA_0001_16964f7f,47,2,ATAQUE_REALIZADO,"Valquiria atacó a TorrePrincesa por 120 de daño"
PARTIDA_0001_16964f7f,47,2,ATAQUE_REALIZADO,"Valquiria atacó a Mini P.E.K.K.A por 120 de daño"
PARTIDA_0001_16964f7f,47,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,47,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0001_16964f7f,47,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a Valquiria por 340 de daño"
PARTIDA_0001_16964f7f,47,2,TROPA_MUERTA,"Tropa destruida: Valquiria"
PARTIDA_0001_16964f7f,48,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a Príncipe por 340 de daño"
PARTIDA_0001_16964f7f,49,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,49,1,ATAQUE_REALIZADO,"Valquiria atacó a Príncipe por 120 de daño"
PARTIDA_0001_16964f7f,49,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0001_16964f7f,49,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a Príncipe por 340 de daño"
PARTIDA_0001_16964f7f,50,1,ATAQUE_REALIZADO,"Valquiria atacó a Príncipe por 120 de daño"
PARTIDA_0001_16964f7f,50,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0001_16964f7f,50,2,TROPA_MUERTA,"Tropa destruida: Príncipe"
PARTIDA_0001_16964f7f,51,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,53,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,55,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,56,2,TROPA_DESPLEGADA,"Carta: Mosquetera (costo: 4) en (13,31)"
PARTIDA_0001_16964f7f,57,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,57,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,58,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,59,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,59,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,60,1,TROPA_DESPLEGADA,"Carta: Príncipe (costo: 5) en (6,2)"
PARTIDA_0001_16964f7f,60,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,61,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,61,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Mini P.E.K.K.A por 42 de daño"
PARTIDA_0001_16964f7f,61,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,62,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,63,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,63,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Mini P.E.K.K.A por 42 de daño"
PARTIDA_0001_16964f7f,63,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,64,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,64,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0001_16964f7f,65,2,TROPA_DESPLEGADA,"Carta: Ejército de Esqueletos (costo: 3) en (2,29)"
PARTIDA_0001_16964f7f,65,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0001_16964f7f,65,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Mini P.E.K.K.A por 42 de daño"
PARTIDA_0001_16964f7f,65,1,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0001_16964f7f,65,1,TORRE_DESTRUIDA,"Torre destruida: TorrePrincesa"
PARTIDA_0001_16964f7f,65,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0001_16964f7f,66,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0001_16964f7f,67,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Mini P.E.K.K.A por 42 de daño"
PARTIDA_0001_16964f7f,67,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0001_16964f7f,68,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0001_16964f7f,69,2,ATAQUE_REALIZADO,"TorrePrincesa atacó a Mini P.E.K.K.A por 42 de daño"
PARTIDA_0001_16964f7f,69,1,ATAQUE_REALIZADO,"Príncipe atacó a Mini P.E.K.K.A por 220 de daño"
PARTIDA_0001_16964f7f,69,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0001_16964f7f,69,1,TORRE_DESTRUIDA,"Torre destruida: TorrePrincesa"
PARTIDA_0001_16964f7f,69,2,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a Príncipe por 340 de daño"
PARTIDA_0001_16964f7f,69,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0001_16964f7f,70,1,ATAQUE_REALIZADO,"Príncipe atacó a Mini P.E.K.K.A por 220 de daño"
PARTIDA_0001_16964f7f,70,2,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a Príncipe por 340 de daño"
PARTIDA_0001_16964f7f,70,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0001_16964f7f,71,1,ATAQUE_REALIZADO,"Príncipe atacó a Mini P.E.K.K.A por 220 de daño"
PARTIDA_0001_16964f7f,71,2,TROPA_MUERTA,"Tropa destruida: Mini P.E.K.K.A"
PARTIDA_0001_16964f7f,71,2,ATAQUE_REALIZADO,"Mosquetera atacó a Príncipe por 100 de daño"
PARTIDA_0001_16964f7f,71,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0001_16964f7f,72,1,ATAQUE_REALIZADO,"Príncipe atacó a Ejército de Esqueletos por 220 de daño"
PARTIDA_0001_16964f7f,72,2,TROPA_MUERTA,"Tropa destruida: Ejército de Esqueletos"
PARTIDA_0001_16964f7f,72,2,ATAQUE_REALIZADO,"Mosquetera atacó a Príncipe por 100 de daño"
PARTIDA_0001_16964f7f,73,2,ATAQUE_REALIZADO,"TorreRey atacó a Mini P.E.K.K.A por 70 de daño"
PARTIDA_0001_16964f7f,73,2,ATAQUE_REALIZADO,"Mosquetera atacó a Príncipe por 100 de daño"
PARTIDA_0001_16964f7f,73,1,TROPA_MUERTA,"Tropa destruida: Príncipe"
PARTIDA_0001_16964f7f,74,2,ATAQUE_REALIZADO,"Mosquetera atacó a Mini P.E.K.K.A por 100 de daño"
PARTIDA_0001_16964f7f,75,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mosquetera por 63 de daño"
PARTIDA_0001_16964f7f,75,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a TorreRey por 63 de daño"
PARTIDA_0001_16964f7f,75,2,ATAQUE_REALIZADO,"Mosquetera atacó a Mini P.E.K.K.A por 100 de daño"
PARTIDA_0001_16964f7f,76,2,ATAQUE_REALIZADO,"TorreRey atacó a Mini P.E.K.K.A por 70 de daño"
PARTIDA_0001_16964f7f,76,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mosquetera por 63 de daño"
PARTIDA_0001_16964f7f,76,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a TorreRey por 63 de daño"
PARTIDA_0001_16964f7f,76,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a Mosquetera por 340 de daño"
PARTIDA_0001_16964f7f,76,2,TROPA_MUERTA,"Tropa destruida: Mosquetera"
PARTIDA_0001_16964f7f,77,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mosquetera por 63 de daño"
PARTIDA_0001_16964f7f,77,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a TorreRey por 63 de daño"
PARTIDA_0001_16964f7f,77,1,ATAQUE_REALIZADO,"Mosquetera atacó a Mosquetera por 100 de daño"
PARTIDA_0001_16964f7f,77,2,ATAQUE_REALIZADO,"Mosquetera atacó a Mini P.E.K.K.A por 100 de daño"
PARTIDA_0001_16964f7f,78,2,TROPA_DESPLEGADA,"Carta: Valquiria (costo: 4) en (14,23)"
PARTIDA_0001_16964f7f,78,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mosquetera por 63 de daño"
PARTIDA_0001_16964f7f,78,2,TROPA_MUERTA,"Tropa destruida: Mosquetera"
PARTIDA_0001_16964f7f,78,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a TorreRey por 63 de daño"
PARTIDA_0001_16964f7f,78,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,79,1,TROPA_DESPLEGADA,"Carta: Valquiria (costo: 4) en (6,2)"
PARTIDA_0001_16964f7f,79,2,ATAQUE_REALIZADO,"TorreRey atacó a Mini P.E.K.K.A por 70 de daño"
PARTIDA_0001_16964f7f,79,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,79,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,80,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,80,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,81,1,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,81,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,81,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,81,1,ATAQUE_REALIZADO,"Mosquetera atacó a TorreRey por 100 de daño"
PARTIDA_0001_16964f7f,81,2,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,82,2,ATAQUE_REALIZADO,"TorreRey atacó a Mini P.E.K.K.A por 70 de daño"
PARTIDA_0001_16964f7f,82,1,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,82,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,82,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,82,1,ATAQUE_REALIZADO,"Mosquetera atacó a TorreRey por 100 de daño"
PARTIDA_0001_16964f7f,82,2,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,83,1,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,83,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,83,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,83,1,ATAQUE_REALIZADO,"Mosquetera atacó a TorreRey por 100 de daño"
PARTIDA_0001_16964f7f,83,2,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,84,1,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,84,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Valquiria por 63 de daño"
PARTIDA_0001_16964f7f,84,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,84,1,ATAQUE_REALIZADO,"Mosquetera atacó a TorreRey por 100 de daño"
PARTIDA_0001_16964f7f,84,2,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,85,2,ATAQUE_REALIZADO,"TorreRey atacó a Mini P.E.K.K.A por 70 de daño"
PARTIDA_0001_16964f7f,85,1,ATAQUE_REALIZADO,"Valquiria atacó a Valquiria por 120 de daño"
PARTIDA_0001_16964f7f,85,2,TROPA_MUERTA,"Tropa destruida: Valquiria"
PARTIDA_0001_16964f7f,85,1,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorreRey por 340 de daño"
PARTIDA_0001_16964f7f,85,1,TORRE_DESTRUIDA,"Torre destruida: TorreRey"
PARTIDA_0001_16964f7f,85,1,PARTIDA_TERMINADA,"Ganador: J1 - Torre Rey del Jugador 2 destruida"
PARTIDA_0002_1090783d,0,2,TROPA_DESPLEGADA,"Carta: Príncipe (costo: 5) en (0,17)"
PARTIDA_0002_1090783d,2,1,TROPA_DESPLEGADA,"Carta: Príncipe (costo: 5) en (6,2)"
PARTIDA_0002_1090783d,11,2,TROPA_DESPLEGADA,"Carta: Mini P.E.K.K.A (costo: 4) en (0,17)"
PARTIDA_0002_1090783d,15,1,TROPA_DESPLEGADA,"Carta: Mago de Hielo (costo: 3) en (6,2)"
PARTIDA_0002_1090783d,15,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0002_1090783d,17,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0002_1090783d,19,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0002_1090783d,19,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,19,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mini P.E.K.K.A por 63 de daño"
PARTIDA_0002_1090783d,20,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,20,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mini P.E.K.K.A por 63 de daño"
PARTIDA_0002_1090783d,21,2,TROPA_DESPLEGADA,"Carta: Mago de Hielo (costo: 3) en (0,17)"
PARTIDA_0002_1090783d,21,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0002_1090783d,21,2,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0002_1090783d,21,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,21,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mini P.E.K.K.A por 63 de daño"
PARTIDA_0002_1090783d,22,2,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0002_1090783d,22,2,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0002_1090783d,22,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,22,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mini P.E.K.K.A por 63 de daño"
PARTIDA_0002_1090783d,23,1,TROPA_DESPLEGADA,"Carta: Mago (costo: 5) en (6,2)"
PARTIDA_0002_1090783d,23,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0002_1090783d,23,2,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0002_1090783d,23,2,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0002_1090783d,23,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,23,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mini P.E.K.K.A por 63 de daño"
PARTIDA_0002_1090783d,23,1,ATAQUE_REALIZADO,"Mago atacó a Príncipe por 130 de daño"
PARTIDA_0002_1090783d,23,1,ATAQUE_REALIZADO,"Mago atacó a Mini P.E.K.K.A por 130 de daño"
PARTIDA_0002_1090783d,24,2,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0002_1090783d,24,2,ATAQUE_REALIZADO,"Mini P.E.K.K.A atacó a TorrePrincesa por 340 de daño"
PARTIDA_0002_1090783d,24,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,24,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Mini P.E.K.K.A por 63 de daño"
PARTIDA_0002_1090783d,24,1,ATAQUE_REALIZADO,"Mago atacó a Príncipe por 130 de daño"
PARTIDA_0002_1090783d,24,1,ATAQUE_REALIZADO,"Mago atacó a Mini P.E.K.K.A por 130 de daño"
PARTIDA_0002_1090783d,24,2,TROPA_MUERTA,"Tropa destruida: Mini P.E.K.K.A"
PARTIDA_0002_1090783d,25,1,ATAQUE_REALIZADO,"TorrePrincesa atacó a Príncipe por 42 de daño"
PARTIDA_0002_1090783d,25,2,ATAQUE_REALIZADO,"Príncipe atacó a TorrePrincesa por 220 de daño"
PARTIDA_0002_1090783d,25,2,TORRE_DESTRUIDA,"Torre destruida: TorrePrincesa"
PARTIDA_0002_1090783d,25,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,25,1,ATAQUE_REALIZADO,"Mago atacó a Príncipe por 130 de daño"
PARTIDA_0002_1090783d,26,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,26,1,ATAQUE_REALIZADO,"Mago atacó a Príncipe por 130 de daño"
PARTIDA_0002_1090783d,27,1,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,27,1,ATAQUE_REALIZADO,"Mago atacó a Príncipe por 130 de daño"
PARTIDA_0002_1090783d,27,2,TROPA_MUERTA,"Tropa destruida: Príncipe"
PARTIDA_0002_1090783d,29,2,TROPA_DESPLEGADA,"Carta: Ejército de Esqueletos (costo: 3) en (0,10)"
PARTIDA_0002_1090783d,31,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0002_1090783d,32,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0002_1090783d,33,2,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,33,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0002_1090783d,34,2,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,34,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0002_1090783d,35,2,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
PARTIDA_0002_1090783d,35,2,ATAQUE_REALIZADO,"Ejército de Esqueletos atacó a Príncipe por 51 de daño"
PARTIDA_0002_1090783d,36,2,ATAQUE_REALIZADO,"Mago de Hielo atacó a Príncipe por 63 de daño"
